out_publicKey,in_publicKey,trust,datetime
"5525","5363","-1","2014-08-20T01:43:57.387820"
"5743","5635","1","2014-08-20T03:07:38.740840"
"2194","5506","2","2014-08-20T09:20:39.130100"
"3988","415","2","2014-08-20T11:07:27.461390"
"2822","3878","2","2014-08-20T13:12:45.541550"
"4172","2942","4","2014-08-20T14:31:18.241230"
"3345","1471","1","2014-08-20T14:39:53.651120"
"4515","5591","1","2014-08-20T15:46:33.596170"
"5591","4515","1","2014-08-20T15:47:36.163810"
"5702","35","1","2014-08-20T17:31:58.787450"
"2822","5745","6","2014-08-20T22:28:26.693220"
"1018","5746","-10","2014-08-21T14:35:57.323090"
"4860","5747","1","2014-08-21T15:29:25.363350"
"1018","2942","6","2014-08-21T18:39:04.309930"
"3864","5748","1","2014-08-21T22:23:16.871050"
"2194","1502","1","2014-08-22T09:55:12.575800"
"2194","2201","2","2014-08-22T09:55:44.980640"
"2194","1832","2","2014-08-22T09:56:56.884670"
"5635","5743","-5","2014-08-22T11:36:00.025530"
"3988","5743","-2","2014-08-22T11:40:45.335190"
"5635","5591","4","2014-08-22T11:55:06.238340"
"5591","5635","4","2014-08-22T11:56:13.560330"
"5635","4382","1","2014-08-22T12:58:51.578010"
"4860","5749","1","2014-08-22T13:17:54.259370"
"5635","5746","-5","2014-08-22T13:18:07.093080"
"5688","5749","5","2014-08-22T13:27:32.016030"
"2045","4382","1","2014-08-22T13:34:48.510750"
"2067","5508","1","2014-08-22T13:36:08.452610"
"4382","5635","1","2014-08-22T13:37:08.478200"
"3988","4382","3","2014-08-22T13:38:03.215630"
"5508","2067","1","2014-08-22T13:41:58.714140"
"4291","5529","1","2014-08-22T13:42:48.217240"
"5529","4291","2","2014-08-22T13:46:37.623840"
"4382","2388","-10","2014-08-22T14:56:46.841340"
"2388","4382","-10","2014-08-22T14:59:50.027720"
"4925","3719","2","2014-08-22T17:14:30.639000"
"1916","4838","3","2014-08-22T18:24:14.656860"
"3719","4925","2","2014-08-22T20:47:17.923680"
"2230","4172","3","2014-08-23T10:28:41.511140"
"2942","1018","10","2014-08-23T14:03:28.676550"
"415","3988","1","2014-08-23T15:18:57.660520"
"4511","4267","-10","2014-08-23T19:59:39.191460"
"2296","2784","-10","2014-08-23T20:07:55.733890"
"2392","3988","2","2014-08-25T08:07:57.731270"
"35","4264","2","2014-08-25T12:55:04.113320"
"4264","35","2","2014-08-25T13:07:06.337060"
"3427","5465","1","2014-08-25T13:35:34.789220"
"3804","1018","1","2014-08-25T13:53:23.554680"
"3988","3001","3","2014-08-25T15:49:19.858120"
"2388","5750","-1","2014-08-25T21:19:50.571600"
"5612","710","1","2014-08-25T22:41:00.706740"
"710","5612","1","2014-08-25T22:41:16.125650"
"3804","5750","-10","2014-08-26T04:46:10.766600"
"5465","3427","1","2014-08-26T09:27:34.400670"
"5180","5752","1","2014-08-26T12:34:19.243580"
"3451","5753","1","2014-08-26T13:09:11.570740"
"5753","3451","1","2014-08-26T13:10:23.446900"
"4515","5508","1","2014-08-26T14:49:20.313790"
"5508","4515","1","2014-08-26T14:51:41.863770"
"5689","35","1","2014-08-26T16:57:48.113250"
"3804","2028","-10","2014-08-26T16:57:48.425310"
"35","5755","1","2014-08-26T16:58:04.310370"
"35","5756","1","2014-08-26T16:58:23.118210"
"3804","3744","-10","2014-08-26T17:00:44.388190"
"3804","2017","-10","2014-08-26T17:01:12.899380"
"2388","3744","-10","2014-08-26T17:22:41.082490"
"4860","5754","-1","2014-08-26T22:00:15.527410"
"4635","4828","1","2014-08-27T00:21:54.204160"
"5515","1","1","2014-08-27T00:43:02.633800"
"5515","5482","1","2014-08-27T00:47:05.355420"
"4925","3804","1","2014-08-27T11:33:52.468620"
"2194","597","1","2014-08-27T11:48:44.025500"
"2194","3204","1","2014-08-27T11:48:47.427430"
"2194","25","1","2014-08-27T12:44:33.524150"
"3722","5757","1","2014-08-27T13:00:49.686480"
"5689","5635","-5","2014-08-27T13:17:09.906890"
"5612","5259","5","2014-08-27T14:38:48.613770"
"5259","5612","6","2014-08-27T14:38:56.381340"
"5413","2018","3","2014-08-27T16:31:10.482380"
"3707","5691","1","2014-08-27T17:48:32.909950"
"1810","5691","1","2014-08-27T19:09:15.806180"
"5691","1810","1","2014-08-27T19:09:31.698140"
"5691","2306","1","2014-08-27T20:21:12.128080"
"2306","5691","1","2014-08-27T20:21:38.117460"
"5515","545","1","2014-08-27T22:46:14.177690"
"2296","1316","1","2014-08-27T23:26:37.331670"
"3327","5691","7","2014-08-27T23:42:50.849870"
"3988","5457","1","2014-08-28T05:21:58.640390"
"5457","3988","1","2014-08-28T05:23:44.162410"
"5655","5510","1","2014-08-28T08:02:51.368200"
"1810","5635","-3","2014-08-28T13:08:46.654330"
"5612","4515","2","2014-08-28T17:41:32.212420"
"4515","5612","2","2014-08-28T17:41:52.778910"
"5526","5515","2","2014-08-28T20:42:28.041090"
"1512","4559","1","2014-08-28T22:15:58.415860"
"4291","5691","1","2014-08-28T22:43:06.957740"
"5469","5712","2","2014-08-29T00:47:37.144940"
"5227","5712","10","2014-08-29T01:23:18.285970"
"4385","5508","1","2014-08-29T05:01:22.162900"
"4649","5635","-10","2014-08-29T12:24:46.594130"
"5759","5508","1","2014-08-29T12:26:59.532120"
"3470","5760","5","2014-08-29T12:58:50.651170"
"5759","5761","10","2014-08-29T13:22:46.390180"
"5760","3470","5","2014-08-29T14:49:26.711450"
"5761","5759","10","2014-08-29T15:40:58.075590"
"2397","5591","7","2014-08-29T18:21:09.876370"
"5591","2397","7","2014-08-29T18:37:18.063470"
"3470","5762","8","2014-08-29T23:41:13.199480"
"5762","3470","8","2014-08-29T23:45:24.917060"
"5762","5602","5","2014-08-29T23:53:20.874200"
"5762","5623","8","2014-08-29T23:54:17.075340"
"5762","5760","5","2014-08-29T23:55:13.463130"
"5762","2580","5","2014-08-29T23:57:13.113960"
"5612","5712","5","2014-08-30T01:52:42.210850"
"5482","3640","3","2014-08-30T04:56:51.257850"
"35","3427","2","2014-08-30T08:48:23.290870"
"5762","5763","5","2014-08-30T09:29:11.195590"
"5760","5763","5","2014-08-30T09:52:09.215290"
"5760","5762","5","2014-08-30T09:52:25.386560"
"5763","3470","5","2014-08-30T10:22:42.892260"
"5763","5762","5","2014-08-30T10:22:52.802910"
"5763","5760","5","2014-08-30T10:23:50.629910"
"3451","2063","1","2014-08-30T12:02:12.253470"
"2063","3451","1","2014-08-30T12:39:01.151240"
"135","5712","-8","2014-08-30T16:45:45.081320"
"481","5612","2","2014-08-30T17:01:31.851200"
"5712","5612","5","2014-08-30T20:37:59.957420"
"192","3640","-1","2014-08-31T02:57:33.010370"
"3451","892","1","2014-08-31T04:52:31.946990"
"892","3451","1","2014-08-31T04:57:00.259770"
"3451","3649","1","2014-08-31T11:36:46.218920"
"3649","3451","1","2014-08-31T11:37:36.900190"
"1","192","3","2014-08-31T18:48:55.437230"
"3828","4452","4","2014-08-31T23:52:29.516800"
"4291","2296","6","2014-09-01T00:07:48.815420"
"5508","3988","1","2014-09-01T09:16:00.325250"
"5508","5759","1","2014-09-01T09:16:30.748050"
"4921","5508","1","2014-09-01T09:19:12.899440"
"5508","4921","1","2014-09-01T09:24:02.451730"
"35","5702","2","2014-09-01T11:46:51.785340"
"5760","5764","5","2014-09-01T11:55:52.745060"
"5763","5764","5","2014-09-01T14:04:52.390600"
"3470","5764","5","2014-09-01T15:47:42.953830"
"1352","5654","-1","2014-09-02T04:34:53.513730"
"3804","5765","1","2014-09-02T17:15:01.205720"
"5765","5712","-5","2014-09-02T17:16:07.609510"
"5765","3804","1","2014-09-02T17:23:23.784410"
"5765","2296","-1","2014-09-02T18:16:55.121980"
"5227","5457","1","2014-09-02T18:37:40.652570"
"5457","5227","1","2014-09-02T18:42:12.067460"
"3919","5712","-5","2014-09-02T19:33:44.626780"
"2296","5712","5","2014-09-02T19:54:52.996890"
"5612","5767","1","2014-09-02T23:11:24.496850"
"5767","5612","1","2014-09-02T23:15:22.705590"
"5655","5768","2","2014-09-03T05:53:57.760310"
"4172","4279","-10","2014-09-03T13:15:19.915990"
"4172","5635","-10","2014-09-03T13:15:44.813860"
"2165","5635","-10","2014-09-03T13:16:38.906990"
"5508","5635","-10","2014-09-03T13:16:42.346910"
"5508","4279","-10","2014-09-03T13:18:56.077650"
"5612","5635","-10","2014-09-03T13:19:02.241270"
"5691","5693","1","2014-09-03T18:33:42.355440"
"4197","5508","1","2014-09-04T14:05:18.528900"
"5508","5655","1","2014-09-04T14:11:38.833180"
"35","5689","1","2014-09-04T14:31:38.571780"
"3828","5612","2","2014-09-04T16:15:59.349600"
"5612","3828","2","2014-09-04T16:17:13.835780"
"4649","2835","3","2014-09-05T00:17:34.970300"
"2835","4649","3","2014-09-05T00:19:36.890610"
"5508","5770","1","2014-09-05T10:05:26.692340"
"5508","4197","1","2014-09-05T10:13:59.977630"
"1967","5772","5","2014-09-05T20:28:26.358330"
"5227","5773","1","2014-09-05T23:16:28.581570"
"1967","1810","4","2014-09-05T23:22:21.776240"
"2125","2942","2","2014-09-06T00:52:08.841050"
"5648","5774","1","2014-09-06T08:26:12.037760"
"5648","5681","1","2014-09-06T08:39:12.738120"
"3572","3640","2","2014-09-06T14:03:24.528600"
"3878","3722","2","2014-09-06T16:35:24.509210"
"3722","3878","3","2014-09-06T16:37:20.963340"
"3260","5775","4","2014-09-06T16:37:55.480120"
"3919","5776","-10","2014-09-07T09:56:19.925450"
"2934","5776","-10","2014-09-07T09:56:40.505820"
"3988","4518","2","2014-09-07T11:44:28.669340"
"4518","3988","3","2014-09-07T11:47:37.530920"
"4518","5777","1","2014-09-07T12:04:20.888420"
"5777","4518","1","2014-09-07T12:04:59.991120"
"3001","3988","5","2014-09-07T12:11:55.744630"
"3988","1810","3","2014-09-07T12:12:52.305340"
"4511","5759","1","2014-09-07T13:19:59.438960"
"5759","4511","1","2014-09-07T13:20:39.295100"
"3988","4279","-3","2014-09-07T17:13:48.721760"
"3988","5778","-1","2014-09-07T17:14:01.219900"
"3988","5635","-5","2014-09-07T17:16:36.478310"
"4559","5635","-10","2014-09-07T17:17:31.257580"
"3988","1656","-3","2014-09-07T17:29:03.067230"
"3988","3129","-10","2014-09-07T17:30:44.775640"
"3988","62","-5","2014-09-07T17:30:55.827720"
"3804","5766","2","2014-09-07T18:50:07.217290"
"5766","3804","2","2014-09-07T18:51:09.233530"
"3988","5508","2","2014-09-08T06:23:16.610220"
"1953","5779","1","2014-09-08T08:31:15.209280"
"1735","5780","-1","2014-09-08T09:20:19.320790"
"3828","5781","1","2014-09-08T12:42:54.725590"
"5781","3828","1","2014-09-08T13:41:40.687040"
"3878","35","2","2014-09-08T14:54:16.623360"
"5612","3649","1","2014-09-08T16:39:59.662470"
"3649","5612","1","2014-09-08T16:40:00.374920"
"5565","5529","2","2014-09-08T18:41:33.385730"
"5529","5565","2","2014-09-08T18:43:33.481320"
"5481","3828","4","2014-09-08T22:14:41.535400"
"3828","5481","4","2014-09-08T22:15:36.247970"
"5227","5689","1","2014-09-09T01:23:03.193880"
"3000","3988","5","2014-09-09T09:11:06.337090"
"1565","1967","-5","2014-09-09T10:40:07.140550"
"1967","5782","2","2014-09-09T13:56:02.751270"
"3988","5783","1","2014-09-09T16:01:47.894010"
"5783","3988","1","2014-09-09T16:18:02.035630"
"5783","35","1","2014-09-09T16:19:06.223600"
"5783","5413","1","2014-09-09T16:20:07.878450"
"5655","5784","1","2014-09-09T17:37:18.185660"
"5539","5785","1","2014-09-10T09:40:19.878730"
"1585","5569","4","2014-09-10T14:52:28.685220"
"2125","5786","1","2014-09-10T19:16:03.478250"
"5413","5635","-5","2014-09-11T12:48:01.567090"
"3451","4172","2","2014-09-11T12:53:35.467920"
"1018","3655","1","2014-09-11T16:51:14.703890"
"5777","3988","1","2014-09-12T13:10:10.642570"
"3988","5777","1","2014-09-12T13:10:34.626430"
"4291","135","1","2014-09-12T15:23:29.983410"
"135","4291","1","2014-09-12T15:30:50.427190"
"1","5689","2","2014-09-12T22:32:49.156060"
"5763","5788","8","2014-09-13T05:55:26.154890"
"5788","5763","8","2014-09-13T06:06:25.023510"
"1352","5784","2","2014-09-13T13:40:46.663920"
"3707","5655","1","2014-09-13T14:04:30.663580"
"3707","5784","1","2014-09-13T14:04:48.675350"
"5529","3345","1","2014-09-13T17:06:03.475080"
"3988","2392","3","2014-09-13T17:07:31.761900"
"3919","5789","2","2014-09-14T05:56:26.620490"
"546","481","2","2014-09-14T12:55:34.961110"
"481","546","1","2014-09-14T12:56:03.076650"
"2388","2067","2","2014-09-14T16:43:16.464160"
"2067","2388","3","2014-09-14T16:43:42.332190"
"1967","5790","9","2014-09-15T08:36:48.797990"
"5791","5612","10","2014-09-15T12:24:53.996740"
"1735","5528","1","2014-09-15T16:17:09.077770"
"5528","1735","2","2014-09-15T18:35:51.530640"
"2230","4618","5","2014-09-16T12:43:53.737680"
"35","5792","3","2014-09-16T13:54:45.762230"
"2045","2388","2","2014-09-16T15:31:04.198460"
"3451","2045","2","2014-09-16T15:31:21.784190"
"2045","57","2","2014-09-16T15:32:34.688390"
"4515","3451","1","2014-09-16T16:09:10.670170"
"3451","4515","1","2014-09-16T16:09:46.889150"
"57","5227","1","2014-09-16T16:21:01.554540"
"1403","4694","-1","2014-09-16T16:26:16.950590"
"5227","57","1","2014-09-16T16:44:57.269080"
"3919","710","3","2014-09-16T17:23:44.607370"
"710","3919","1","2014-09-16T17:26:14.278350"
"4553","4532","1","2014-09-16T18:42:25.444840"
"4532","4553","1","2014-09-16T18:43:46.032420"
"3903","3722","-10","2014-09-17T07:10:30.654710"
"3903","135","-10","2014-09-17T07:11:10.793040"
"1810","3903","-8","2014-09-17T07:19:47.039510"
"3429","5529","1","2014-09-17T07:22:18.219110"
"5529","3429","1","2014-09-17T07:23:56.913700"
"4511","5529","1","2014-09-17T10:10:20.549720"
"5529","4511","1","2014-09-17T10:11:30.321690"
"4365","4291","1","2014-09-17T11:24:48.583500"
"1018","1656","1","2014-09-17T11:27:39.750280"
"5784","590","1","2014-09-17T16:56:35.680060"
"5784","3707","2","2014-09-17T16:56:54.946470"
"5784","1352","3","2014-09-17T16:57:35.843120"
"5784","5655","3","2014-09-17T16:58:05.064440"
"5481","4197","1","2014-09-17T19:04:00.039130"
"4197","5481","1","2014-09-17T19:57:04.293820"
"2388","5795","1","2014-09-17T22:16:57.224620"
"5795","2388","1","2014-09-17T22:17:12.968410"
"35","5433","3","2014-09-18T02:55:15.511360"
"5623","5762","5","2014-09-18T05:35:08.986690"
"5623","5661","5","2014-09-18T05:42:31.255780"
"5623","3707","1","2014-09-18T05:48:35.626740"
"3707","5578","1","2014-09-18T16:22:04.886200"
"5227","5796","1","2014-09-18T21:00:26.890160"
"5796","2867","1","2014-09-18T21:09:20.546030"
"2067","1810","1","2014-09-19T09:24:33.048790"
"2296","3699","-10","2014-09-19T13:16:30.409470"
"3451","4925","1","2014-09-19T13:58:02.168300"
"4925","3451","1","2014-09-19T13:58:15.282940"
"5539","1352","1","2014-09-19T14:18:54.724510"
"5539","5317","1","2014-09-19T14:24:53.860810"
"2942","4649","2","2014-09-19T16:10:16.471380"
"4649","2942","5","2014-09-19T16:11:14.239390"
"2942","5508","1","2014-09-19T16:11:49.707840"
"5450","4921","2","2014-09-19T16:30:47.734980"
"5508","2942","1","2014-09-19T17:12:57.241920"
"481","3903","-2","2014-09-20T02:59:49.736230"
"5413","5227","2","2014-09-20T13:51:40.141470"
"5227","5413","2","2014-09-20T13:52:08.730240"
"5413","5712","1","2014-09-20T16:05:35.076620"
"3828","5529","4","2014-09-20T17:54:22.765160"
"5529","3828","4","2014-09-20T17:59:33.441810"
"4365","5508","1","2014-09-21T13:48:41.090520"
"3451","5797","-1","2014-09-21T14:14:49.552820"
"5649","5798","8","2014-09-21T21:46:44.633970"
"5798","5649","8","2014-09-21T21:50:06.932480"
"4921","2822","1","2014-09-22T01:31:11.013030"
"5508","4365","1","2014-09-22T04:32:04.204110"
"5777","35","1","2014-09-22T06:47:48.346720"
"3903","481","-10","2014-09-22T09:19:56.287860"
"3828","5777","1","2014-09-22T11:45:16.193450"
"5777","3828","1","2014-09-22T12:00:10.177950"
"5551","5799","1","2014-09-22T15:22:10.593020"
"5655","5799","1","2014-09-22T15:26:08.303220"
"1352","5799","1","2014-09-22T16:06:06.007890"
"1018","2498","-9","2014-09-23T14:11:50.642520"
"4291","4515","3","2014-09-23T15:12:47.779830"
"4515","4291","3","2014-09-23T15:13:24.007320"
"5760","5788","5","2014-09-23T15:23:16.520700"
"5676","1352","2","2014-09-24T09:28:58.099260"
"3451","5712","1","2014-09-24T10:34:16.576500"
"5712","3451","2","2014-09-24T10:36:29.715810"
"4365","2063","1","2014-09-24T16:29:59.426140"
"2063","4365","1","2014-09-24T16:30:09.293410"
"4611","4197","4","2014-09-24T17:02:52.670180"
"4925","5800","1","2014-09-24T17:04:34.024780"
"5800","4925","1","2014-09-24T17:05:02.021010"
"5712","5800","2","2014-09-25T12:20:35.858000"
"5800","5712","1","2014-09-25T12:21:21.371150"
"5704","5801","1","2014-09-25T13:04:15.597300"
"5801","5704","1","2014-09-25T13:05:24.227270"
"1953","5413","1","2014-09-25T13:46:54.849400"
"5712","5691","3","2014-09-25T14:52:31.912160"
"5541","4197","3","2014-09-25T17:20:32.928070"
"1639","3451","1","2014-09-25T19:56:24.155440"
"3451","1639","1","2014-09-25T19:56:58.513230"
"2388","5783","1","2014-09-25T20:39:31.769610"
"35","5777","1","2014-09-26T03:12:52.039070"
"5801","3451","1","2014-09-26T11:15:37.123440"
"4649","5413","2","2014-09-27T14:21:08.754570"
"35","5793","3","2014-09-27T15:51:36.361880"
"5793","35","6","2014-09-27T15:52:43.265820"
"1352","5594","-1","2014-09-27T17:05:47.413650"
"5457","5413","1","2014-09-27T17:10:08.492910"
"4860","5594","-1","2014-09-27T17:19:21.701630"
"104","892","1","2014-09-27T18:48:03.800640"
"892","104","1","2014-09-27T18:48:57.606890"
"3707","5506","10","2014-09-27T20:51:14.485520"
"3878","5802","1","2014-09-28T12:51:36.415660"
"5802","3878","1","2014-09-28T12:54:48.725580"
"4649","5316","3","2014-09-28T13:21:19.238540"
"3640","5594","3","2014-09-28T13:37:22.388320"
"3285","35","1","2014-09-28T13:56:37.922870"
"5649","5803","7","2014-09-28T23:12:24.183800"
"1","35","4","2014-09-29T00:52:07.402130"
"1","1383","-10","2014-09-29T00:52:31.795140"
"1","62","-5","2014-09-29T00:53:41.095080"
"1","905","-5","2014-09-29T00:55:11.141190"
"3640","135","-1","2014-09-29T01:11:42.133170"
"1","135","4","2014-09-29T01:26:28.904680"
"192","5676","-1","2014-09-29T01:43:26.459080"
"3655","1018","2","2014-09-29T10:51:45.102720"
"1352","5528","1","2014-09-29T12:43:58.132880"
"4532","3649","1","2014-09-29T14:48:27.814880"
"3649","4532","1","2014-09-29T14:48:49.187820"
"5612","5791","-10","2014-09-29T21:03:17.068470"
"5801","5791","-10","2014-09-29T21:08:05.444240"
"5801","5804","-10","2014-09-29T21:08:20.959790"
"892","5805","1","2014-09-30T08:15:17.050060"
"5805","892","1","2014-09-30T08:15:46.767530"
"1810","1","4","2014-09-30T20:53:05.553000"
"4724","5712","1","2014-10-01T12:33:47.681760"
"481","5413","2","2014-10-01T15:23:18.207810"
"5413","481","2","2014-10-01T15:23:53.751970"
"3804","5363","1","2014-10-01T19:28:42.620730"
"3804","5625","1","2014-10-01T19:29:41.216330"
"5363","5625","1","2014-10-01T19:30:22.482910"
"5363","3804","1","2014-10-01T19:32:07.957620"
"5227","1810","1","2014-10-02T10:31:45.170920"
"3988","5726","-5","2014-10-02T11:04:54.997070"
"3655","5612","2","2014-10-02T23:47:59.040180"
"5612","3655","2","2014-10-03T00:01:07.713370"
"3707","5525","3","2014-10-03T04:07:01.960890"
"5525","3707","3","2014-10-03T06:05:04.072350"
"5655","3707","1","2014-10-03T06:09:43.858780"
"3722","5602","1","2014-10-03T07:46:42.510370"
"1352","2187","-1","2014-10-03T14:01:54.591310"
"3722","5806","1","2014-10-03T16:22:55.436550"
"5227","96","1","2014-10-05T16:04:03.492410"
"96","5227","1","2014-10-05T16:04:59.879340"
"3153","3956","2","2014-10-05T17:40:32.720910"
"4515","1731","1","2014-10-05T17:47:42.422330"
"1731","4515","1","2014-10-05T17:50:04.261010"
"3153","4897","1","2014-10-06T05:00:08.949430"
"3153","3260","3","2014-10-06T06:11:42.372300"
"3153","3986","3","2014-10-06T06:18:47.203370"
"3722","988","1","2014-10-06T12:44:03.094090"
"3988","35","2","2014-10-07T06:44:57.485570"
"3640","3722","1","2014-10-07T09:56:53.835930"
"1953","2647","-10","2014-10-07T13:51:44.311050"
"3878","5612","3","2014-10-07T15:18:00.903930"
"35","2483","4","2014-10-07T15:18:31.231530"
"5612","3878","2","2014-10-07T15:19:21.898540"
"5806","5661","5","2014-10-07T19:02:54.191560"
"5806","5623","7","2014-10-07T19:04:17.221160"
"5806","5606","8","2014-10-07T19:07:32.550680"
"5806","5602","8","2014-10-07T19:07:52.951840"
"5606","5806","5","2014-10-07T19:49:07.603690"
"5606","5602","5","2014-10-07T19:50:36.079150"
"5623","5806","5","2014-10-07T19:51:56.842840"
"3722","5606","1","2014-10-07T19:52:02.470000"
"5606","3722","1","2014-10-07T19:53:22.324050"
"5602","3722","1","2014-10-07T19:56:20.381380"
"5606","5623","5","2014-10-07T20:11:10.115180"
"5623","5602","5","2014-10-07T20:12:16.824720"
"5623","3470","5","2014-10-07T20:12:41.077710"
"5602","3470","5","2014-10-07T20:13:03.705630"
"5602","5661","3","2014-10-07T20:14:51.395750"
"5602","5623","5","2014-10-07T20:18:02.708110"
"5602","5606","5","2014-10-07T20:19:41.072360"
"5602","5806","5","2014-10-07T20:28:54.922530"
"3722","2822","1","2014-10-08T13:37:43.169600"
"2942","96","1","2014-10-08T14:35:11.227330"
"2063","96","1","2014-10-08T17:34:49.923500"
"96","2063","1","2014-10-08T17:47:56.149270"
"3722","5578","4","2014-10-08T18:47:53.432450"
"3722","3470","1","2014-10-08T20:07:29.901970"
"3722","5654","-1","2014-10-08T22:15:47.945910"
"3828","4320","1","2014-10-09T10:48:06.334300"
"4320","3828","1","2014-10-09T10:48:46.751880"
"1352","5807","1","2014-10-09T14:45:18.333860"
"5655","5808","1","2014-10-09T20:41:47.398170"
"5655","5809","1","2014-10-09T20:49:21.685580"
"1352","5769","-1","2014-10-10T05:07:29.547990"
"5469","4291","2","2014-10-10T09:08:13.261440"
"1565","1396","6","2014-10-10T11:36:03.837450"
"3451","5810","-1","2014-10-10T15:05:26.741510"
"3451","4197","4","2014-10-10T17:33:56.238510"
"5138","4532","1","2014-10-10T18:08:13.351590"
"3451","2647","-1","2014-10-10T18:53:33.039220"
"5613","1352","3","2014-10-10T19:08:44.927750"
"5227","3345","1","2014-10-11T01:57:46.260010"
"3345","5227","1","2014-10-11T08:15:35.052580"
"3451","5813","1","2014-10-11T16:09:24.405140"
"5813","3451","1","2014-10-11T16:09:45.816380"
"1352","3903","1","2014-10-12T06:51:56.704510"
"51","4251","1","2014-10-12T16:27:49.678730"
"3649","4649","4","2014-10-12T17:57:15.569650"
"4649","3649","4","2014-10-12T17:59:07.034390"
"3470","5806","8","2014-10-13T20:15:05.481430"
"2045","3345","2","2014-10-14T01:41:00.049000"
"5508","5525","1","2014-10-14T06:49:18.338400"
"5655","5525","1","2014-10-14T07:02:05.775230"
"4365","25","-10","2014-10-14T10:29:26.315970"
"3722","5528","1","2014-10-14T12:52:25.999540"
"5526","4921","1","2014-10-14T14:07:02.966090"
"4320","3345","1","2014-10-14T14:54:21.417700"
"3345","4320","1","2014-10-14T14:54:49.902300"
"5528","1352","2","2014-10-14T17:27:24.835340"
"5528","5525","1","2014-10-14T17:30:58.324380"
"5528","3707","1","2014-10-14T17:31:38.601840"
"5065","5525","1","2014-10-14T17:41:26.327620"
"5606","5482","2","2014-10-15T09:43:22.018580"
"5482","5606","2","2014-10-15T09:44:15.795060"
"5482","545","3","2014-10-15T09:45:45.592200"
"35","5815","1","2014-10-15T10:20:50.649100"
"35","3285","1","2014-10-15T10:21:08.612230"
"35","5816","1","2014-10-15T10:21:19.951010"
"1735","5814","1","2014-10-15T12:17:21.322580"
"1921","35","6","2014-10-15T12:23:21.515600"
"5818","3707","1","2014-10-15T23:15:06.698330"
"5450","5818","1","2014-10-15T23:16:30.224930"
"5814","5577","1","2014-10-16T09:53:52.199090"
"1352","5819","1","2014-10-16T12:44:14.594210"
"3640","5629","3","2014-10-16T17:04:51.614870"
"3828","4759","1","2014-10-16T17:13:07.923690"
"4759","3828","1","2014-10-16T17:16:26.754120"
"5801","5820","1","2014-10-16T19:09:03.113790"
"5820","5801","2","2014-10-16T19:10:32.649360"
"3722","3572","1","2014-10-17T09:56:38.534400"
"3640","5811","1","2014-10-17T11:28:06.216540"
"2045","1947","4","2014-10-17T14:50:43.773420"
"1352","5629","1","2014-10-17T19:15:32.354140"
"5801","35","1","2014-10-18T12:04:57.102550"
"3722","5799","-2","2014-10-18T13:13:50.042950"
"3722","5754","-2","2014-10-18T13:17:40.388280"
"5227","3804","2","2014-10-18T22:54:43.959700"
"3804","5227","2","2014-10-18T22:55:52.386750"
"5655","5506","1","2014-10-19T08:33:36.642430"
"5822","545","1","2014-10-19T12:03:35.754410"
"3640","5823","1","2014-10-19T17:15:57.991300"
"3359","3459","1","2014-10-20T03:30:07.838470"
"5525","5821","-1","2014-10-20T06:52:00.624710"
"1396","2306","1","2014-10-20T10:15:32.755690"
"4553","5712","1","2014-10-20T10:38:07.081580"
"2306","1396","1","2014-10-20T11:52:16.237970"
"4921","5824","10","2014-10-20T13:34:32.195040"
"4385","135","1","2014-10-20T14:03:57.937650"
"4385","545","1","2014-10-20T14:04:51.169640"
"4385","1352","1","2014-10-20T14:05:02.516210"
"4385","1735","2","2014-10-20T14:05:18.512810"
"2822","4921","3","2014-10-20T14:20:22.436830"
"2067","5227","1","2014-10-20T15:15:22.966080"
"5227","2067","1","2014-10-20T15:16:36.345510"
"3459","3359","1","2014-10-20T15:54:49.323100"
"1352","4385","1","2014-10-20T16:37:16.650490"
"3427","3897","2","2014-10-20T19:24:41.133800"
"3897","3427","2","2014-10-20T19:26:50.979600"
"5482","5525","1","2014-10-21T11:12:59.098490"
"5482","3707","2","2014-10-21T11:14:12.722050"
"5482","4921","2","2014-10-21T11:15:11.302290"
"5482","4860","2","2014-10-21T11:17:15.033240"
"5065","4921","1","2014-10-21T11:46:05.640330"
"5691","3451","1","2014-10-21T15:04:07.076940"
"3451","5691","1","2014-10-21T15:32:10.762840"
"5801","5825","1","2014-10-21T16:30:03.566870"
"1810","5801","-7","2014-10-21T17:21:32.742930"
"5413","5801","-7","2014-10-21T17:24:09.247300"
"5691","5801","-5","2014-10-21T17:25:01.580410"
"4532","5704","-1","2014-10-21T17:46:29.212480"
"1810","2045","5","2014-10-21T18:01:28.572930"
"4197","2625","3","2014-10-21T18:10:59.924630"
"5765","5825","1","2014-10-21T18:15:58.700220"
"57","5712","-1","2014-10-21T18:39:38.200700"
"1810","5712","-2","2014-10-21T18:43:39.294530"
"4559","5712","-1","2014-10-21T19:11:14.821680"
"4532","5712","1","2014-10-21T23:10:46.289720"
"361","4921","1","2014-10-21T23:26:12.536190"
"4559","57","2","2014-10-21T23:38:25.492230"
"3707","5822","1","2014-10-22T13:10:43.578700"
"5822","3707","1","2014-10-22T14:11:58.160910"
"3829","5826","10","2014-10-22T19:57:18.305390"
"96","4709","2","2014-10-24T12:01:41.975800"
"4709","96","2","2014-10-24T12:10:29.347700"
"2822","3707","3","2014-10-24T13:37:08.211790"
"5227","5753","1","2014-10-24T14:39:44.407410"
"5753","5227","1","2014-10-24T16:11:33.909520"
